name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
Average stretch,9,7.155536663435963,6.591496809516492,76.31467665300625,9.575842318623078
Max stretch,9,7.155536663435963,6.591496809516492,76.31467665300625,9.575842318623078
Min stretch,9,7.155548539025389,6.591489776657324,76.31467665300625,9.575842318623078
Switch count,9,8.97691481496987,8.496165318303474,42.89115500170429,14.941114892875497
parParadigmEntropyBool,9,9.424927001997384,7.740146246825042,30.58417998488161,18.637714368136216
parParadigmEntropyCount,9,9.868046807507243,7.5849091985130634,29.720641668524806,19.171541628467295
parParadigmEntropyFraction,9,5.383655356076525,6.44763997646924,3.3698752197207273,4.745869507792216
parParadigmGiniBool,9,4.556662940580203,4.212710786382199,50.39837552947739,18.940272876209793
parParadigmGiniCount,9,4.58512143721425,4.181622507954151,49.56349019159367,19.192123909756926
parParadigmGiniFraction,9,4.388558028935556,4.289887621410525,55.07286754245021,18.446785471605686
